generation_id,fitness,blocks_used,chromosome
270,317,24,"{6,6, 7,7, 2,2,24}([6]0,2,2)([7]1,3,1)([8]0,2,3)([9]2,1,0)([10]5,2,2)([11]4,0,1)([12]4,3,0)([13]6,3,1)([14]0,3,0)([15]10,4,0)([16]11,3,1)([17]5,4,0)([18]12,3,2)([19]5,1,0)([20]3,0,3)([21]9,5,1)([22]0,5,1)([23]13,2,1)([24]16,16,2)([25]13,3,2)([26]14,6,0)([27]22,19,1)([28]1,15,2)([29]26,13,1)([30]23,19,0)([31]3,18,1)([32]23,14,3)([33]22,3,3)([34]31,3,1)([35]2,33,1)([36]23,20,1)([37]30,31,2)([38]24,1,1)([39]21,29,3)([40]31,25,3)([41]40,33,0)([42]37,37,0)([43]40,5,1)([44]28,32,1)([45]1,0,2)([46]2,30,3)([47]32,40,3)([48]46,34,0)([49]41,41,2)([50]37,45,0)([51]3,4,3)([52]2,43,3)([53]4,37,1)([54]45,43,1)(38,29,7,44,43,21)"
270,315,25,"{6,6, 7,7, 2,2,25}([6]0,2,2)([7]1,3,1)([8]0,2,3)([9]2,3,0)([10]5,2,2)([11]4,0,1)([12]4,3,0)([13]6,3,1)([14]0,3,0)([15]10,4,0)([16]11,3,1)([17]5,4,0)([18]12,3,2)([19]5,1,0)([20]3,0,3)([21]9,5,1)([22]0,5,1)([23]13,15,1)([24]16,16,2)([25]13,3,2)([26]14,6,0)([27]16,19,1)([28]1,15,2)([29]26,13,1)([30]23,19,0)([31]19,18,1)([32]23,14,3)([33]22,3,3)([34]31,3,1)([35]2,33,1)([36]23,20,1)([37]30,31,2)([38]24,1,1)([39]21,29,3)([40]31,25,3)([41]40,33,0)([42]37,37,0)([43]40,5,1)([44]28,32,1)([45]1,0,2)([46]2,30,3)([47]32,40,3)([48]46,34,0)([49]41,41,2)([50]37,45,0)([51]3,4,3)([52]2,43,3)([53]4,37,1)([54]45,43,1)(38,29,7,44,43,21)"
270,315,24,"{6,6, 7,7, 2,2,24}([6]0,2,2)([7]1,3,1)([8]0,2,3)([9]2,3,0)([10]5,2,2)([11]4,0,1)([12]4,3,0)([13]6,3,1)([14]0,3,0)([15]10,4,0)([16]11,3,1)([17]5,4,0)([18]12,3,2)([19]5,1,0)([20]3,0,3)([21]9,5,1)([22]0,5,1)([23]13,15,1)([24]16,16,2)([25]13,3,2)([26]14,6,0)([27]16,19,1)([28]1,15,2)([29]26,13,1)([30]23,19,0)([31]3,18,1)([32]23,14,3)([33]22,3,3)([34]31,3,1)([35]2,33,1)([36]23,20,1)([37]30,31,2)([38]24,1,1)([39]21,29,3)([40]31,25,3)([41]40,33,0)([42]37,37,0)([43]40,5,1)([44]28,32,1)([45]1,0,2)([46]2,30,3)([47]32,40,3)([48]46,34,0)([49]41,41,2)([50]37,45,0)([51]3,4,3)([52]2,43,3)([53]4,37,1)([54]45,43,1)(38,29,7,44,43,21)"
270,299,24,"{6,6, 7,7, 2,2,24}([6]0,2,2)([7]1,3,1)([8]0,2,3)([9]1,3,0)([10]5,2,2)([11]4,0,1)([12]4,3,0)([13]6,3,1)([14]0,3,0)([15]10,4,0)([16]11,3,1)([17]5,4,0)([18]12,3,2)([19]5,1,0)([20]3,0,3)([21]9,5,1)([22]0,5,1)([23]13,15,1)([24]16,16,2)([25]13,3,2)([26]14,6,0)([27]16,19,1)([28]1,15,2)([29]26,13,1)([30]23,19,0)([31]3,18,1)([32]23,14,3)([33]22,3,3)([34]31,3,1)([35]2,33,1)([36]23,20,1)([37]30,31,2)([38]24,1,1)([39]21,29,3)([40]31,25,3)([41]40,33,0)([42]37,37,0)([43]40,5,1)([44]28,32,1)([45]1,0,2)([46]2,30,3)([47]32,40,3)([48]44,34,0)([49]41,41,2)([50]37,45,0)([51]45,4,3)([52]2,43,3)([53]4,37,1)([54]45,43,1)(38,29,7,44,43,21)"
271,317,23,"{6,6, 7,7, 2,2,23}([6]0,2,2)([7]1,3,1)([8]0,4,3)([9]2,1,0)([10]5,2,2)([11]4,0,1)([12]4,5,0)([13]6,3,1)([14]0,12,0)([15]10,1,1)([16]11,3,1)([17]5,4,3)([18]12,3,2)([19]10,1,0)([20]3,0,3)([21]9,5,1)([22]19,5,1)([23]13,2,1)([24]16,16,2)([25]13,3,2)([26]14,1,0)([27]20,19,1)([28]5,15,2)([29]26,13,1)([30]23,3,0)([31]3,18,1)([32]23,14,3)([33]22,3,0)([34]0,3,1)([35]2,33,2)([36]1,20,2)([37]30,31,2)([38]24,1,1)([39]21,29,3)([40]31,0,3)([41]27,33,0)([42]37,32,0)([43]40,5,1)([44]28,32,1)([45]1,0,2)([46]35,4,3)([47]32,40,1)([48]41,34,0)([49]41,41,2)([50]37,45,0)([51]41,4,3)([52]2,43,3)([53]4,37,1)([54]45,43,1)(38,29,7,44,43,21)"
271,325,20,"{6,6, 7,7, 2,2,20}([6]0,2,2)([7]1,3,1)([8]0,4,3)([9]2,1,0)([10]5,2,2)([11]4,0,1)([12]4,5,0)([13]6,3,1)([14]0,12,0)([15]10,1,1)([16]11,3,1)([17]5,4,3)([18]12,3,2)([19]10,1,0)([20]3,0,3)([21]9,5,1)([22]19,5,1)([23]13,2,1)([24]16,16,2)([25]13,3,2)([26]14,1,0)([27]20,19,1)([28]5,15,2)([29]26,13,1)([30]23,3,0)([31]3,18,1)([32]23,14,3)([33]22,3,0)([34]0,3,1)([35]2,33,2)([36]1,20,2)([37]30,31,2)([38]24,1,1)([39]21,29,3)([40]31,0,3)([41]27,33,0)([42]37,32,0)([43]1,5,1)([44]28,32,1)([45]1,0,2)([46]35,4,3)([47]32,40,1)([48]41,34,0)([49]41,41,2)([50]37,45,0)([51]41,4,3)([52]2,43,3)([53]4,37,1)([54]45,43,1)(38,29,7,44,43,21)"
271,301,23,"{6,6, 7,7, 2,2,23}([6]0,2,2)([7]1,3,1)([8]0,4,3)([9]4,1,0)([10]5,2,2)([11]4,0,1)([12]4,5,0)([13]6,3,1)([14]0,12,0)([15]10,1,1)([16]11,3,1)([17]5,4,3)([18]12,3,2)([19]10,1,0)([20]3,0,3)([21]9,5,1)([22]19,5,1)([23]13,2,1)([24]16,16,2)([25]13,3,2)([26]14,1,0)([27]20,19,1)([28]5,15,2)([29]26,13,1)([30]23,3,0)([31]3,18,1)([32]23,14,3)([33]22,3,0)([34]0,3,1)([35]2,33,2)([36]1,20,2)([37]30,31,2)([38]24,1,1)([39]21,29,3)([40]31,0,3)([41]27,33,0)([42]37,32,0)([43]40,5,1)([44]28,32,1)([45]1,0,2)([46]35,39,3)([47]32,40,1)([48]41,34,0)([49]41,41,2)([50]37,45,0)([51]41,4,3)([52]2,43,3)([53]4,37,1)([54]45,43,1)(38,29,7,44,43,21)"
271,305,21,"{6,6, 7,7, 2,2,21}([6]0,2,2)([7]1,3,1)([8]0,4,3)([9]2,1,0)([10]5,2,2)([11]4,0,0)([12]4,5,0)([13]6,3,1)([14]0,12,0)([15]1,1,1)([16]11,3,1)([17]5,4,3)([18]12,3,2)([19]10,1,0)([20]3,0,3)([21]9,5,1)([22]19,5,1)([23]13,2,1)([24]16,16,2)([25]13,3,2)([26]14,1,0)([27]20,19,1)([28]5,15,2)([29]2,13,1)([30]23,3,0)([31]3,18,1)([32]23,14,3)([33]22,3,0)([34]0,3,1)([35]2,33,2)([36]1,20,2)([37]30,31,2)([38]24,1,1)([39]21,29,3)([40]31,0,3)([41]27,33,0)([42]37,32,0)([43]40,5,1)([44]28,32,1)([45]1,0,2)([46]35,4,3)([47]32,40,1)([48]41,34,0)([49]41,41,2)([50]37,45,0)([51]41,4,3)([52]2,43,3)([53]4,37,1)([54]45,43,1)(38,29,7,44,43,21)"
271,317,23,"{6,6, 7,7, 2,2,23}([6]0,2,2)([7]1,3,1)([8]0,4,3)([9]2,1,0)([10]5,2,2)([11]4,0,1)([12]4,5,0)([13]6,3,1)([14]0,12,0)([15]10,1,1)([16]11,3,1)([17]5,4,3)([18]12,3,2)([19]10,1,0)([20]3,0,3)([21]9,5,1)([22]19,5,1)([23]13,2,1)([24]16,16,2)([25]13,3,2)([26]14,1,0)([27]20,19,1)([28]5,15,2)([29]26,13,1)([30]23,3,0)([31]3,18,1)([32]23,14,3)([33]22,3,0)([34]0,3,1)([35]2,33,2)([36]1,20,2)([37]30,31,2)([38]24,1,1)([39]21,29,3)([40]31,0,3)([41]27,33,0)([42]37,32,0)([43]40,5,1)([44]28,32,1)([45]1,0,2)([46]35,4,3)([47]32,40,1)([48]41,34,0)([49]41,47,2)([50]37,45,0)([51]41,4,3)([52]2,43,3)([53]4,37,1)([54]45,43,1)(38,29,7,44,43,21)"
271,317,23,"{6,6, 7,7, 2,2,23}([6]0,2,2)([7]1,3,1)([8]0,4,3)([9]2,1,0)([10]5,2,2)([11]4,0,1)([12]4,5,0)([13]6,3,1)([14]0,12,0)([15]10,1,1)([16]11,3,1)([17]5,4,3)([18]12,3,2)([19]10,1,0)([20]3,0,3)([21]9,5,1)([22]19,5,1)([23]13,2,1)([24]16,16,2)([25]13,3,2)([26]14,1,0)([27]20,19,1)([28]5,15,2)([29]26,13,1)([30]23,3,0)([31]3,18,1)([32]23,14,3)([33]22,3,0)([34]0,3,1)([35]2,33,2)([36]1,20,2)([37]30,31,2)([38]24,1,1)([39]21,29,3)([40]31,0,3)([41]27,33,0)([42]37,32,0)([43]40,5,1)([44]28,32,1)([45]1,0,2)([46]35,4,3)([47]32,40,1)([48]41,34,0)([49]41,41,2)([50]37,45,0)([51]41,4,3)([52]2,43,3)([53]4,37,1)([54]45,43,1)(38,29,7,44,43,21)"
272,317,17,"{6,6, 7,7, 2,2,17}([6]0,2,2)([7]1,3,1)([8]1,1,1)([9]4,2,3)([10]0,2,0)([11]4,5,0)([12]5,1,3)([13]6,3,1)([14]7,5,2)([15]1,8,0)([16]11,10,1)([17]0,6,3)([18]1,7,0)([19]1,3,3)([20]10,12,3)([21]2,5,1)([22]19,4,3)([23]13,2,0)([24]16,16,0)([25]17,8,3)([26]0,10,2)([27]4,1,3)([28]5,23,2)([29]0,5,1)([30]1,3,1)([31]24,14,3)([32]23,26,3)([33]20,19,2)([34]32,25,2)([35]32,21,3)([36]1,33,3)([37]21,21,1)([38]24,30,1)([39]5,22,1)([40]23,20,3)([41]36,35,2)([42]33,5,0)([43]1,5,1)([44]28,32,1)([45]39,37,2)([46]38,5,2)([47]40,4,2)([48]4,0,0)([49]5,2,1)([50]44,34,1)([51]0,36,3)([52]42,40,3)([53]46,44,3)([54]46,41,0)(38,29,7,44,43,21)"
272,325,17,"{6,6, 7,7, 2,2,17}([6]0,2,2)([7]1,3,1)([8]1,1,1)([9]4,2,3)([10]0,2,0)([11]4,5,0)([12]5,1,3)([13]6,3,1)([14]7,5,2)([15]1,8,0)([16]11,10,1)([17]0,6,3)([18]1,7,0)([19]1,3,3)([20]10,12,3)([21]2,5,1)([22]19,4,3)([23]13,2,0)([24]16,16,0)([25]17,8,3)([26]0,10,2)([27]4,1,3)([28]5,23,2)([29]0,3,1)([30]1,3,1)([31]0,14,3)([32]23,26,3)([33]20,19,2)([34]32,25,2)([35]32,21,3)([36]1,33,3)([37]21,21,1)([38]24,30,1)([39]5,22,1)([40]23,20,3)([41]36,35,2)([42]33,5,0)([43]1,5,1)([44]28,32,1)([45]39,37,2)([46]38,5,2)([47]40,4,2)([48]4,0,0)([49]5,2,1)([50]44,34,1)([51]0,36,3)([52]42,40,3)([53]46,44,3)([54]46,41,0)(38,29,7,44,43,21)"
272,327,17,"{6,6, 7,7, 2,2,17}([6]0,2,2)([7]1,3,1)([8]1,1,1)([9]4,2,3)([10]0,2,0)([11]4,5,0)([12]5,1,3)([13]6,3,1)([14]7,5,2)([15]1,8,0)([16]11,10,1)([17]0,6,3)([18]1,7,0)([19]1,3,3)([20]10,12,3)([21]2,5,1)([22]19,4,3)([23]13,2,1)([24]16,16,0)([25]17,8,3)([26]0,10,2)([27]4,1,3)([28]5,23,2)([29]0,3,1)([30]1,3,1)([31]0,14,3)([32]23,26,3)([33]20,19,2)([34]32,25,2)([35]32,21,3)([36]1,33,3)([37]21,21,1)([38]24,30,1)([39]5,22,1)([40]23,20,3)([41]36,35,2)([42]33,5,0)([43]1,5,1)([44]28,32,1)([45]39,37,2)([46]38,5,2)([47]40,4,2)([48]4,0,0)([49]5,2,1)([50]44,34,1)([51]0,36,3)([52]42,40,3)([53]46,44,3)([54]46,41,0)(38,29,7,44,43,21)"
272,325,17,"{6,6, 7,7, 2,2,17}([6]0,2,2)([7]1,3,1)([8]1,1,1)([9]4,2,3)([10]0,2,0)([11]4,5,0)([12]5,1,3)([13]6,3,1)([14]7,5,2)([15]1,8,0)([16]11,10,1)([17]0,6,3)([18]1,7,0)([19]1,3,3)([20]10,12,3)([21]2,5,1)([22]19,4,3)([23]13,2,0)([24]16,16,0)([25]17,8,3)([26]0,10,2)([27]4,1,3)([28]5,23,2)([29]0,3,1)([30]1,3,1)([31]0,14,3)([32]23,26,3)([33]20,19,2)([34]32,25,2)([35]32,21,3)([36]1,33,3)([37]21,21,1)([38]24,30,1)([39]5,22,1)([40]23,20,3)([41]40,35,2)([42]33,5,0)([43]1,5,1)([44]28,32,1)([45]39,37,2)([46]38,5,2)([47]40,4,2)([48]4,35,0)([49]5,2,1)([50]44,34,1)([51]0,36,3)([52]42,40,3)([53]46,44,3)([54]46,41,0)(38,29,7,44,43,21)"
272,325,17,"{6,6, 7,7, 2,2,17}([6]0,2,2)([7]1,3,1)([8]1,1,1)([9]4,2,3)([10]0,2,0)([11]4,5,0)([12]5,1,3)([13]6,3,1)([14]7,5,2)([15]1,8,0)([16]11,10,1)([17]0,6,3)([18]1,7,0)([19]1,3,3)([20]10,12,3)([21]2,5,1)([22]19,4,3)([23]13,2,0)([24]16,16,0)([25]17,8,3)([26]0,10,2)([27]4,1,3)([28]5,23,2)([29]0,3,1)([30]1,3,1)([31]0,14,3)([32]23,26,3)([33]20,19,2)([34]32,25,2)([35]32,21,3)([36]1,33,3)([37]21,21,1)([38]24,30,1)([39]5,22,1)([40]23,20,3)([41]36,35,2)([42]33,5,0)([43]1,5,1)([44]28,32,1)([45]39,37,2)([46]38,5,2)([47]40,4,2)([48]4,0,0)([49]5,2,1)([50]44,34,1)([51]0,36,3)([52]42,40,3)([53]46,44,3)([54]46,41,0)(38,29,7,44,43,21)"
272,323,17,"{6,6, 7,7, 2,2,17}([6]0,2,2)([7]1,3,1)([8]1,1,1)([9]4,2,3)([10]0,2,0)([11]4,5,3)([12]5,1,3)([13]6,3,1)([14]7,5,2)([15]1,8,0)([16]11,10,1)([17]0,6,3)([18]1,7,0)([19]1,3,3)([20]10,12,3)([21]2,5,1)([22]19,4,3)([23]13,2,0)([24]16,16,0)([25]17,8,3)([26]0,10,2)([27]4,1,3)([28]5,23,2)([29]0,3,1)([30]1,3,1)([31]0,14,3)([32]23,26,3)([33]20,19,2)([34]32,25,2)([35]32,21,3)([36]1,33,3)([37]21,21,1)([38]24,30,1)([39]5,22,1)([40]23,20,3)([41]36,35,2)([42]33,5,0)([43]1,5,1)([44]28,32,1)([45]39,37,2)([46]38,5,2)([47]40,4,2)([48]4,0,0)([49]5,2,1)([50]44,34,1)([51]0,36,3)([52]42,40,3)([53]46,44,3)([54]46,41,0)(38,29,7,44,43,21)"
273,301,23,"{6,6, 7,7, 2,2,23}([6]3,4,0)([7]1,3,1)([8]3,4,1)([9]4,5,3)([10]5,5,2)([11]0,2,0)([12]2,5,2)([13]2,7,3)([14]2,3,1)([15]2,3,0)([16]7,8,1)([17]5,10,0)([18]7,5,1)([19]11,11,2)([20]1,16,0)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]18,5,3)([25]14,19,2)([26]11,4,2)([27]2,5,0)([28]24,23,2)([29]19,3,1)([30]2,13,0)([31]20,2,0)([32]23,19,3)([33]16,0,1)([34]29,3,0)([35]22,5,3)([36]22,24,0)([37]32,23,2)([38]30,33,2)([39]33,20,3)([40]29,0,3)([41]31,3,3)([42]39,37,1)([43]1,35,1)([44]28,32,1)([45]3,29,2)([46]30,33,2)([47]30,37,1)([48]45,0,3)([49]1,43,1)([50]41,46,1)([51]35,40,1)([52]4,41,2)([53]40,5,3)([54]1,2,1)(38,29,7,44,43,21)"
273,329,22,"{6,6, 7,7, 2,2,22}([6]3,4,0)([7]1,3,1)([8]3,4,1)([9]4,5,3)([10]5,5,2)([11]0,2,0)([12]2,5,2)([13]2,7,3)([14]2,3,1)([15]2,3,0)([16]7,8,1)([17]12,10,0)([18]7,11,1)([19]11,11,2)([20]1,16,0)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]18,5,3)([25]14,19,2)([26]11,4,2)([27]2,5,0)([28]24,23,2)([29]19,3,1)([30]2,13,0)([31]20,2,0)([32]23,19,3)([33]16,0,1)([34]29,3,0)([35]22,5,3)([36]22,24,0)([37]32,23,2)([38]33,33,2)([39]33,20,3)([40]29,0,3)([41]31,3,3)([42]39,37,1)([43]1,35,1)([44]28,32,1)([45]3,29,2)([46]30,33,2)([47]30,37,1)([48]45,0,3)([49]1,43,1)([50]41,46,1)([51]35,40,1)([52]4,41,2)([53]40,5,3)([54]1,2,1)(38,29,7,44,43,21)"
273,327,21,"{6,6, 7,7, 2,2,21}([6]3,4,0)([7]1,3,1)([8]3,4,1)([9]4,5,3)([10]5,5,2)([11]0,2,0)([12]2,5,2)([13]2,7,3)([14]2,3,1)([15]2,3,0)([16]7,8,1)([17]5,10,0)([18]7,5,1)([19]11,11,2)([20]1,16,2)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]18,5,3)([25]14,19,2)([26]11,4,2)([27]2,5,3)([28]24,23,2)([29]19,3,1)([30]2,13,0)([31]20,2,0)([32]23,19,3)([33]16,0,1)([34]29,3,0)([35]22,5,3)([36]22,24,0)([37]32,23,2)([38]33,33,2)([39]33,20,3)([40]29,0,3)([41]31,3,3)([42]39,37,1)([43]1,35,1)([44]28,32,1)([45]3,29,2)([46]30,33,2)([47]30,37,1)([48]45,0,3)([49]1,43,1)([50]41,46,1)([51]35,40,1)([52]4,41,2)([53]40,5,3)([54]1,2,1)(38,29,7,44,43,21)"
273,327,21,"{6,6, 7,7, 2,2,21}([6]3,4,0)([7]1,3,1)([8]3,4,1)([9]4,5,3)([10]5,5,2)([11]0,2,0)([12]2,5,2)([13]2,7,3)([14]2,3,1)([15]2,3,0)([16]7,8,1)([17]5,10,0)([18]7,5,1)([19]11,11,2)([20]1,16,0)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]18,5,3)([25]14,19,2)([26]11,4,2)([27]2,5,0)([28]24,23,2)([29]19,3,1)([30]2,13,0)([31]20,2,0)([32]23,19,3)([33]16,0,1)([34]29,3,0)([35]22,5,3)([36]22,24,0)([37]32,23,2)([38]33,33,2)([39]33,20,3)([40]29,0,3)([41]31,3,3)([42]39,37,1)([43]1,35,1)([44]28,32,1)([45]3,29,2)([46]30,33,2)([47]30,37,1)([48]45,0,3)([49]1,43,1)([50]41,46,1)([51]35,40,1)([52]4,41,2)([53]40,5,3)([54]1,2,1)(38,29,7,44,43,21)"
273,327,21,"{6,6, 7,7, 2,2,21}([6]3,4,0)([7]1,3,1)([8]3,4,1)([9]4,5,3)([10]5,5,2)([11]0,2,0)([12]2,5,2)([13]2,7,3)([14]2,3,1)([15]2,3,0)([16]7,8,1)([17]5,10,0)([18]7,5,1)([19]11,11,2)([20]1,16,0)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]18,5,3)([25]14,19,2)([26]11,4,2)([27]2,5,0)([28]24,23,2)([29]19,3,1)([30]2,13,0)([31]20,2,0)([32]23,19,3)([33]16,0,1)([34]33,3,0)([35]22,5,3)([36]22,24,0)([37]32,23,2)([38]33,33,2)([39]33,20,3)([40]29,0,3)([41]30,3,3)([42]39,37,1)([43]1,35,1)([44]28,32,1)([45]3,29,2)([46]30,33,2)([47]30,37,1)([48]45,0,3)([49]1,43,1)([50]41,46,1)([51]35,40,1)([52]4,41,2)([53]40,5,3)([54]1,2,1)(38,29,7,44,43,21)"
273,327,21,"{6,6, 7,7, 2,2,21}([6]3,4,0)([7]1,3,1)([8]3,4,1)([9]4,5,3)([10]5,5,2)([11]0,2,0)([12]2,5,2)([13]2,7,3)([14]0,3,1)([15]2,3,0)([16]7,8,1)([17]5,10,0)([18]7,5,1)([19]11,11,2)([20]1,16,0)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]18,5,3)([25]14,19,2)([26]11,4,2)([27]2,5,0)([28]24,23,2)([29]19,3,1)([30]2,13,0)([31]20,2,0)([32]23,19,3)([33]16,0,1)([34]29,3,0)([35]22,5,3)([36]22,24,0)([37]32,23,2)([38]33,33,2)([39]33,20,3)([40]29,0,3)([41]31,3,3)([42]39,37,1)([43]1,35,1)([44]28,32,1)([45]3,29,2)([46]30,33,2)([47]30,37,1)([48]45,0,3)([49]1,43,1)([50]41,46,1)([51]35,40,1)([52]4,41,2)([53]40,5,3)([54]1,2,1)(38,29,7,44,43,21)"
274,313,20,"{6,6, 7,7, 2,2,20}([6]3,4,0)([7]1,3,1)([8]3,4,1)([9]1,5,3)([10]5,5,2)([11]0,2,0)([12]2,0,2)([13]12,11,2)([14]4,3,1)([15]3,3,3)([16]7,8,1)([17]12,3,0)([18]0,11,1)([19]11,0,2)([20]1,16,0)([21]2,5,1)([22]17,16,1)([23]6,2,2)([24]8,5,3)([25]4,15,2)([26]1,16,1)([27]2,19,3)([28]24,23,2)([29]0,3,1)([30]2,4,0)([31]20,20,0)([32]23,19,3)([33]16,0,1)([34]0,3,1)([35]22,5,3)([36]22,24,1)([37]32,31,3)([38]33,33,2)([39]29,27,2)([40]23,22,3)([41]31,3,3)([42]2,28,1)([43]1,35,1)([44]28,32,1)([45]32,29,2)([46]40,33,0)([47]2,37,1)([48]39,46,3)([49]5,43,1)([50]5,38,1)([51]35,4,3)([52]5,5,3)([53]40,34,1)([54]41,40,1)(38,29,7,44,43,21)"
274,331,20,"{6,6, 7,7, 2,2,20}([6]3,4,0)([7]1,3,1)([8]3,4,1)([9]1,5,3)([10]5,5,2)([11]0,2,0)([12]2,5,0)([13]12,11,2)([14]4,3,1)([15]3,3,3)([16]7,8,1)([17]12,3,0)([18]0,11,1)([19]11,0,2)([20]1,16,0)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]8,5,3)([25]4,1,2)([26]1,16,1)([27]2,19,3)([28]24,23,2)([29]0,3,1)([30]2,4,0)([31]20,20,0)([32]23,19,3)([33]16,0,1)([34]0,3,1)([35]22,5,3)([36]22,24,1)([37]32,31,3)([38]33,33,2)([39]29,27,2)([40]23,22,3)([41]31,3,3)([42]2,28,1)([43]1,35,1)([44]28,32,1)([45]32,29,2)([46]40,33,0)([47]2,37,1)([48]39,46,3)([49]5,43,1)([50]5,38,1)([51]35,4,3)([52]5,5,3)([53]40,34,1)([54]41,42,1)(38,29,7,44,43,21)"
274,329,20,"{6,6, 7,7, 2,2,20}([6]3,1,0)([7]1,3,1)([8]3,4,1)([9]1,5,3)([10]5,5,2)([11]0,2,0)([12]2,5,2)([13]12,11,2)([14]4,3,1)([15]3,3,3)([16]7,8,1)([17]12,3,0)([18]0,11,1)([19]11,0,2)([20]1,2,0)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]8,5,3)([25]4,15,2)([26]1,16,1)([27]2,19,3)([28]24,23,2)([29]0,3,1)([30]2,4,0)([31]20,20,0)([32]23,19,3)([33]16,0,1)([34]0,3,1)([35]22,5,3)([36]22,24,1)([37]32,31,3)([38]33,33,2)([39]29,27,2)([40]23,22,3)([41]31,3,3)([42]2,28,1)([43]1,35,1)([44]28,32,1)([45]32,29,2)([46]40,33,0)([47]2,37,1)([48]39,46,3)([49]5,43,1)([50]5,38,1)([51]35,4,3)([52]5,5,3)([53]40,34,1)([54]41,40,1)(38,29,7,44,43,21)"
274,313,20,"{6,6, 7,7, 2,2,20}([6]3,4,0)([7]1,3,1)([8]3,4,1)([9]1,5,3)([10]5,5,2)([11]0,2,0)([12]2,5,2)([13]12,11,2)([14]4,3,1)([15]3,3,3)([16]7,8,1)([17]12,3,0)([18]0,11,1)([19]11,0,2)([20]1,16,0)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]8,6,3)([25]4,15,2)([26]1,16,1)([27]2,19,3)([28]24,23,2)([29]0,3,1)([30]2,4,0)([31]20,20,0)([32]23,19,3)([33]3,0,1)([34]0,3,1)([35]22,5,3)([36]22,24,1)([37]32,31,3)([38]33,33,2)([39]29,27,2)([40]23,22,3)([41]31,3,3)([42]2,28,1)([43]1,35,1)([44]28,32,1)([45]32,29,2)([46]40,33,0)([47]2,37,1)([48]39,46,3)([49]5,43,1)([50]5,38,1)([51]35,4,3)([52]5,5,3)([53]40,34,1)([54]41,40,1)(38,29,7,44,43,21)"
274,329,20,"{6,6, 7,7, 2,2,20}([6]3,4,0)([7]1,3,1)([8]3,4,1)([9]1,5,3)([10]5,5,2)([11]0,2,0)([12]2,5,2)([13]12,11,2)([14]4,3,1)([15]3,3,3)([16]7,8,1)([17]12,3,0)([18]0,11,1)([19]11,0,2)([20]1,16,0)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]8,5,3)([25]4,15,2)([26]1,16,1)([27]2,19,3)([28]24,23,2)([29]0,3,1)([30]2,4,0)([31]20,20,0)([32]23,19,3)([33]16,0,1)([34]0,3,1)([35]22,5,3)([36]22,24,1)([37]32,31,3)([38]33,33,2)([39]29,27,2)([40]23,22,3)([41]31,3,3)([42]2,28,1)([43]1,35,1)([44]28,32,1)([45]32,29,2)([46]40,33,0)([47]2,37,1)([48]39,46,3)([49]5,43,1)([50]5,38,1)([51]35,4,3)([52]5,5,3)([53]40,34,1)([54]41,40,1)(38,29,7,44,43,21)"
274,307,20,"{6,6, 7,7, 2,2,20}([6]3,4,0)([7]1,3,1)([8]3,4,1)([9]1,5,3)([10]5,5,2)([11]0,2,0)([12]2,5,2)([13]12,11,2)([14]4,3,1)([15]3,3,3)([16]7,8,1)([17]12,3,0)([18]0,11,1)([19]11,0,2)([20]1,16,0)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]8,5,3)([25]4,15,2)([26]1,16,1)([27]2,19,3)([28]24,23,2)([29]0,3,1)([30]2,4,0)([31]20,20,0)([32]23,19,3)([33]16,0,1)([34]0,3,1)([35]22,5,3)([36]22,24,1)([37]32,31,3)([38]33,33,2)([39]29,27,2)([40]23,22,3)([41]31,3,3)([42]2,28,1)([43]1,35,1)([44]28,32,1)([45]32,29,2)([46]40,33,0)([47]2,37,1)([48]39,46,3)([49]5,43,1)([50]5,38,1)([51]35,4,3)([52]5,5,3)([53]40,34,1)([54]41,37,1)(38,30,7,44,43,21)"
275,331,20,"{6,6, 7,7, 2,2,20}([6]3,5,0)([7]1,3,1)([8]3,4,1)([9]1,5,3)([10]5,5,3)([11]0,5,0)([12]2,5,0)([13]12,12,2)([14]4,3,1)([15]3,8,3)([16]7,8,1)([17]12,3,0)([18]0,0,1)([19]11,0,2)([20]1,16,1)([21]2,5,1)([22]17,16,1)([23]6,2,1)([24]8,5,3)([25]4,13,3)([26]12,12,1)([27]2,19,3)([28]24,23,2)([29]0,3,1)([30]2,4,0)([31]20,20,0)([32]23,19,3)([33]16,0,1)([34]0,3,1)([35]22,5,3)([36]22,26,1)([37]32,26,3)([38]33,33,2)([39]29,27,2)([40]23,5,3)([41]31,3,1)([42]2,4,0)([43]1,35,1)([44]28,32,1)([45]32,29,2)([46]40,33,0)([47]38,4,1)([48]39,46,3)([49]5,43,1)([50]5,39,1)([51]35,4,3)([52]5,40,3)([53]40,34,1)([54]41,42,2)(38,29,7,44,43,21)"
